[0m17:41:04,209 INFO  [org.jboss.msc] (main) JBoss MSC version 1.2.6.Final
2016-07-16 17:43:48,293 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-5) WFLYUT0012: Started server default-server.
2016-07-16 17:43:48,294 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-5) WFLYUT0018: Host default-host starting
2016-07-16 17:43:48,313 INFO  [org.wildfly.extension.undertow] (ServerService Thread Pool -- 16) WFLYUT0003: Undertow 1.3.15.Final starting
2016-07-16 17:43:48,313 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-7) WFLYUT0003: Undertow 1.3.15.Final starting
2016-07-16 17:43:48,353 INFO  [org.xnio] (MSC service thread 1-3) XNIO version 3.3.4.Final
2016-07-16 17:43:48,363 INFO  [org.xnio.nio] (MSC service thread 1-3) XNIO NIO Implementation Version 3.3.4.Final
2016-07-16 17:43:48,404 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-5) WFLYUT0012: Started server default-server.
2016-07-16 17:43:48,406 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-1) WFLYUT0018: Host default-host starting
2016-07-16 17:43:48,441 INFO  [org.jboss.as.server] (Controller Boot Thread) WFLYSRV0039: Creating http management service using socket-binding (management-http)
2016-07-16 17:43:48,441 WARN  [org.jboss.as.server] (Controller Boot Thread) WFLYSRV0035: No security realm defined for http management service; all access will be unrestricted.
2016-07-16 17:43:48,462 INFO  [org.jboss.remoting] (MSC service thread 1-2) JBoss Remoting version 4.0.18.Final
2016-07-16 17:43:48,498 ERROR [org.jboss.as.domain.http.api.undertow] (MSC service thread 1-7) WFLYDMHTTP0004: Unable to load error context for slot main, disabling error context.
2016-07-16 17:43:48,565 INFO  [org.jboss.as.server] (Controller Boot Thread) WFLYSRV0039: Creating http management service using socket-binding (management-http)
2016-07-16 17:43:48,565 WARN  [org.jboss.as.server] (Controller Boot Thread) WFLYSRV0035: No security realm defined for http management service; all access will be unrestricted.
2016-07-16 17:43:48,585 INFO  [org.jboss.remoting] (MSC service thread 1-3) JBoss Remoting version 4.0.18.Final
2016-07-16 17:43:48,614 ERROR [org.jboss.as.domain.http.api.undertow] (MSC service thread 1-4) WFLYDMHTTP0004: Unable to load error context for slot main, disabling error context.
2016-07-16 17:43:48,630 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-8) WFLYUT0006: Undertow HTTP listener default listening on [0:0:0:0:0:0:0:0]:8080
2016-07-16 17:43:48,631 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0060: Http management interface listening on http://[0:0:0:0:0:0:0:0]:9990/management
2016-07-16 17:43:48,631 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0054: Admin console is not enabled
2016-07-16 17:43:48,631 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0025: WildFly Core 2.0.10.Final "Kenny" started in 1473ms - Started 84 of 93 services (20 services are lazy, passive or on-demand)
2016-07-16 17:43:48,650 INFO  [stdout] (main) Adding /health endpoint delegate: /app/health
2016-07-16 17:43:48,651 INFO  [stdout] (main) Adding /health endpoint delegate: /app/second-health
2016-07-16 17:43:48,719 INFO  [org.wildfly.swarm.runtime.deployer] (main) deploying wildflyswarmtest-1.0-SNAPSHOT.jar
2016-07-16 17:43:48,730 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0060: Http management interface listening on http://[0:0:0:0:0:0:0:0]:9991/management
2016-07-16 17:43:48,730 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0054: Admin console is not enabled
2016-07-16 17:43:48,730 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0025: WildFly Core 2.0.10.Final "Kenny" started in 1600ms - Started 84 of 93 services (20 services are lazy, passive or on-demand)
2016-07-16 17:43:48,734 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-5) WFLYUT0006: Undertow HTTP listener default listening on [0:0:0:0:0:0:0:0]:8081
2016-07-16 17:43:48,748 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-4) WFLYSRV0027: Starting deployment of "wildflyswarmtest-1.0-SNAPSHOT.jar" (runtime-name: "wildflyswarmtest-1.0-SNAPSHOT.jar")
2016-07-16 17:43:48,756 INFO  [stdout] (main) Adding /health endpoint delegate: /app/health
2016-07-16 17:43:48,757 INFO  [stdout] (main) Adding /health endpoint delegate: /app/second-health
2016-07-16 17:43:48,814 INFO  [org.wildfly.swarm.runtime.deployer] (main) deploying wildflyswarmtest-1.0-SNAPSHOT.jar
2016-07-16 17:43:48,838 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-8) WFLYSRV0027: Starting deployment of "wildflyswarmtest-1.0-SNAPSHOT.jar" (runtime-name: "wildflyswarmtest-1.0-SNAPSHOT.jar")
2016-07-16 17:43:48,922 INFO  [org.jboss.as.server] (main) WFLYSRV0010: Deployed "wildflyswarmtest-1.0-SNAPSHOT.jar" (runtime-name : "wildflyswarmtest-1.0-SNAPSHOT.jar")
2016-07-16 17:43:49,007 INFO  [org.jboss.as.server] (main) WFLYSRV0010: Deployed "wildflyswarmtest-1.0-SNAPSHOT.jar" (runtime-name : "wildflyswarmtest-1.0-SNAPSHOT.jar")
2016-07-16 17:44:11,506 INFO  [org.jboss.as.server] (Thread-4) WFLYSRV0220: Server shutdown has been requested.
2016-07-16 17:44:11,519 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-6) WFLYUT0019: Host default-host stopping
2016-07-16 17:44:11,519 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-6) WFLYUT0008: Undertow HTTP listener default suspending
2016-07-16 17:44:11,520 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-6) WFLYUT0007: Undertow HTTP listener default stopped, was bound to [0:0:0:0:0:0:0:0]:8080
2016-07-16 17:44:11,521 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-2) WFLYUT0004: Undertow 1.3.15.Final stopping
2016-07-16 17:44:11,522 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-1) WFLYSRV0028: Stopped deployment wildflyswarmtest-1.0-SNAPSHOT.jar (runtime-name: wildflyswarmtest-1.0-SNAPSHOT.jar) in 7ms
2016-07-16 17:44:11,530 INFO  [org.jboss.as] (MSC service thread 1-6) WFLYSRV0050: WildFly Core 2.0.10.Final "Kenny" stopped in 15ms
2016-07-16 17:44:49,865 INFO  [org.jboss.as.server] (Thread-4) WFLYSRV0220: Server shutdown has been requested.
2016-07-16 17:44:49,882 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-8) WFLYUT0019: Host default-host stopping
2016-07-16 17:44:49,882 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-2) WFLYUT0008: Undertow HTTP listener default suspending
2016-07-16 17:44:49,883 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-2) WFLYUT0007: Undertow HTTP listener default stopped, was bound to [0:0:0:0:0:0:0:0]:8080
2016-07-16 17:44:49,887 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-1) WFLYUT0004: Undertow 1.3.15.Final stopping
2016-07-16 17:44:49,892 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-5) WFLYSRV0028: Stopped deployment wildflyswarmtest-1.0-SNAPSHOT.jar (runtime-name: wildflyswarmtest-1.0-SNAPSHOT.jar) in 19ms
2016-07-16 17:44:49,903 INFO  [org.jboss.as] (MSC service thread 1-3) WFLYSRV0050: WildFly Core 2.0.10.Final "Kenny" stopped in 29ms
